========================================
 Exported from Brekel Pro Face 2 v2.23
========================================
File format version:		1.0
Machinename:				ssc-6430c
Licensed to:				 Erin Heerey
Export date/time:			29/04/2017 13:44:31
Number of frames:			9801

==========
 Face: 1
==========
timestamp	isTracked	bodyId	neckPosX	neckPosY	neckPosZ	neckRotX	neckRotY	neckRotZ	headPosX	headPosY	headPosZ	headRotX	headRotY	headRotZ	Brow_Up_L	Brow_Up_R	Brow_Down_L	Brow_Down_R	Eye_Closed_L	Eye_Closed_R	Cheek_Puffed_L	Cheek_Puffed_R	Lips_Pucker	Lips_Stretch_L	Lips_Stretch_R	Lip_Lower_Down_L	Lip_Lower_Down_R	Smile_L	Smile_R	Frown_L	Frown_R	Jaw_L	Jaw_R	Jaw_Open
0.00000	1	4	-12.87573	1.47850	-75.39264	13.60228	15.83246	-12.07495	0.51068	11.34023	0.84247	-17.33824	4.73056	9.40709	0.57584	3.34329	10.71214	2.77119	35.35156	36.75632	5.28846	7.49867	0.82555	6.37997	10.74321	28.28556	26.84551	86.73023	92.69600	10.37712	6.29011	0.67931	6.14763	26.73706	
0.03333	1	4	-12.88039	1.49329	-75.40256	13.58377	15.82203	-12.05666	0.53205	11.32120	0.75382	-17.22890	5.67891	9.29398	0.51588	2.91339	12.46917	5.07345	33.41739	35.47337	5.79893	9.03663	0.54203	6.23070	9.91210	20.98408	20.09429	80.99469	84.87319	11.08937	6.53798	0.60988	5.41717	23.17073	
0.06667	1	4	-12.89008	1.51936	-75.42275	13.54553	15.80083	-12.01916	0.56869	11.29284	0.60136	-16.99878	7.39584	9.10969	0.42264	2.27514	15.14919	10.03617	32.85809	36.27356	6.47915	11.34053	0.22131	5.87307	9.49284	13.36834	13.18163	74.86681	76.88446	12.54582	7.53080	0.50146	4.79711	20.24664	
0.10000	1	4	-12.90214	1.54489	-75.44730	13.49742	15.77560	-11.97468	0.60557	11.26959	0.46122	-16.72344	9.08982	8.90002	0.34762	1.80158	17.39819	13.90100	33.74070	37.81829	6.89422	13.05114	0.09643	5.75468	9.75466	11.30967	11.34968	73.26557	74.75518	14.45109	8.89634	0.41363	4.68750	20.81908	
0.13333	1	4	-12.91634	1.56911	-75.47565	13.44074	15.74778	-11.92607	0.63642	11.25030	0.34650	-16.44559	10.71087	8.66562	0.28631	1.43788	19.69025	15.76606	34.35025	38.29896	7.36029	14.35480	0.04116	6.47719	10.05612	11.13280	11.07898	73.67283	74.98758	16.39849	9.92409	0.34148	4.31376	22.95815	
0.16667	1	4	-12.93246	1.59168	-75.50722	13.37749	15.71856	-11.87550	0.65946	11.23886	0.25670	-16.17602	12.23958	8.44180	0.23592	1.15407	22.50337	17.78746	35.57566	39.64812	7.72465	15.25932	0.00433	6.88373	9.77791	10.76066	10.63865	74.18070	74.95516	18.10267	10.28827	0.28194	3.94997	24.99636	
0.20000	1	4	-12.94993	1.61219	-75.54112	13.31164	15.68910	-11.82362	0.68461	11.24317	0.18381	-15.92795	13.58585	8.20234	0.19467	0.93185	24.28061	19.09444	37.08632	41.18121	7.83664	16.02225	0.19690	6.84009	9.29244	10.18174	10.06733	74.16914	73.84708	22.27999	11.18773	0.23302	3.94694	26.69971	
0.23333	1	4	-12.96837	1.63057	-75.57703	13.24700	15.66020	-11.77014	0.71513	11.25942	0.13257	-15.73790	14.76413	7.97610	0.16073	0.75573	25.31182	19.22306	37.10518	40.58907	7.78988	16.37467	0.58461	6.58846	8.14558	9.01970	8.78302	72.87278	70.92213	24.74184	10.96645	0.19265	3.92507	27.79616	
0.26667	1	4	-12.98739	1.64683	-75.61449	13.18590	15.63264	-11.71597	0.74287	11.28172	0.10909	-15.60128	15.87477	7.76154	0.13273	0.61478	25.88931	19.02821	36.18684	39.34067	7.80054	16.61195	0.45085	6.52996	7.70451	8.53924	8.17309	72.20662	69.16935	26.39279	10.63424	0.15926	3.67051	28.96900	
0.30000	1	4	-13.00650	1.66098	-75.65287	13.13021	15.60848	-11.66225	0.77331	11.31177	0.10464	-15.46262	16.83056	7.50277	0.10971	0.50197	26.28385	19.55249	36.74126	40.55480	8.15529	17.37939	0.41762	7.07227	8.77336	11.19429	10.67789	73.74086	70.45040	29.23301	11.94875	0.13177	3.69716	32.75297	
