========================================
 Exported from Brekel Pro Face 2 v2.23
========================================
File format version:		1.0
Machinename:				ssc-6430b
Licensed to:				 Erin Heerey
Export date/time:			17/05/2017 14:41:58
Number of frames:			9847

==========
 Face: 1
==========
timestamp	isTracked	bodyId	neckPosX	neckPosY	neckPosZ	neckRotX	neckRotY	neckRotZ	headPosX	headPosY	headPosZ	headRotX	headRotY	headRotZ	Brow_Up_L	Brow_Up_R	Brow_Down_L	Brow_Down_R	Eye_Closed_L	Eye_Closed_R	Cheek_Puffed_L	Cheek_Puffed_R	Lips_Pucker	Lips_Stretch_L	Lips_Stretch_R	Lip_Lower_Down_L	Lip_Lower_Down_R	Smile_L	Smile_R	Frown_L	Frown_R	Jaw_L	Jaw_R	Jaw_Open
0.00000	1	2	1.59916	-1.63241	-79.97765	0.12604	-0.41379	-0.33071	-0.37895	13.34321	2.00665	-0.45077	1.96318	-1.94046	22.99740	9.47486	0.00000	0.00002	8.37092	17.24465	3.31874	10.37494	58.40297	18.73276	13.19341	1.60856	2.15510	2.01544	1.30012	5.90107	16.84208	0.01911	1.44610	0.00000	
0.03333	1	2	1.59916	-1.63241	-79.97765	0.12604	-0.41379	-0.33071	-0.37895	13.34321	2.00665	-0.45077	1.96318	-1.94046	22.99740	9.47486	0.00000	0.00002	8.37092	17.24465	3.31874	10.37494	58.40297	18.73276	13.19341	1.60856	2.15510	2.01544	1.30012	5.90107	16.84208	0.01911	1.44610	0.00000	
0.06667	1	2	1.59622	-1.63241	-79.97765	0.12393	-0.41953	-0.33743	-0.38234	13.34515	1.98461	-0.38890	2.00647	-1.90942	23.13830	10.21896	0.00000	0.00002	8.61013	17.51422	3.27935	10.08765	58.71611	19.92795	13.42338	1.51175	2.06673	2.01378	1.24997	5.80316	16.79675	0.01911	1.42437	0.00000	
0.10000	1	2	1.58414	-1.63241	-79.97765	0.11455	-0.44428	-0.36223	-0.39648	13.35267	1.89406	-0.14079	2.18598	-1.79191	23.74083	12.93238	0.00000	0.00002	10.68347	19.55731	3.11792	8.86643	59.53216	23.46600	14.10956	1.34235	1.90226	2.04605	1.12995	5.50333	16.58859	0.01911	1.29421	0.00000	
0.13333	1	2	1.57110	-1.63712	-79.97768	0.10154	-0.47543	-0.37918	-0.41099	13.36065	1.79514	0.11233	2.38703	-1.68728	24.63049	15.16488	0.00000	0.00002	16.20704	24.26971	2.96781	7.56359	59.02179	22.97286	14.16075	1.79925	2.25755	2.19583	1.25617	5.56751	16.22547	0.01911	1.10492	0.00000	
0.16667	1	2	1.55690	-1.64373	-79.97765	0.08186	-0.51590	-0.38647	-0.41424	13.37874	1.68495	0.41257	2.60740	-1.52535	27.30615	20.49049	0.00000	0.00002	20.51531	25.86402	2.99623	7.57866	58.97380	21.99347	14.67660	1.78752	2.04592	2.29342	1.30046	6.09934	15.42715	0.01580	1.53369	0.00000	
0.20000	1	2	1.54259	-1.65131	-79.97759	0.05632	-0.56284	-0.38468	-0.41425	13.39423	1.59325	0.72003	2.77749	-1.44708	31.17279	23.50024	0.00000	0.00002	21.30034	28.04909	3.02785	8.75517	58.29293	20.13253	12.72481	2.29363	2.55413	2.52554	1.42691	5.99076	15.67127	0.01337	1.65449	0.00000	
0.23333	1	2	1.52823	-1.65973	-79.97752	0.02360	-0.61713	-0.37310	-0.41443	13.40672	1.51414	1.04800	2.93573	-1.44542	33.09769	23.05194	0.00000	0.00002	19.58311	28.62651	3.27614	10.88902	58.66418	18.01154	12.75534	2.69293	3.09808	3.15115	1.52986	6.15356	15.92226	0.01111	1.74083	0.00000	
0.26667	1	2	1.51394	-1.66885	-79.97746	-0.01718	-0.67859	-0.35127	-0.41871	13.40879	1.43572	1.30197	3.07789	-1.48203	34.81251	22.67243	0.00000	0.00002	16.50045	25.78499	3.46411	12.20197	60.34893	17.07891	13.85577	3.95735	4.52347	3.18587	1.59357	6.44277	15.82518	0.00897	2.15181	0.00000	
0.30000	1	2	1.49991	-1.67842	-79.97742	-0.06448	-0.74500	-0.32154	-0.43654	13.41464	1.35871	1.56085	3.25706	-1.50099	34.15755	21.80695	0.00000	0.00002	17.22572	23.68454	3.65130	11.90834	60.78343	18.70223	15.15318	1.67312	1.87460	2.53799	1.39300	6.25708	14.83300	0.00743	2.17558	-0.00000	
0.33333	1	2	1.48604	-1.68831	-79.97742	-0.11638	-0.81469	-0.28738	-0.45544	13.42750	1.30824	1.90429	3.51917	-1.46802	32.66300	21.37240	0.00000	0.00002	19.20793	25.34984	3.73556	11.54112	60.06541	19.94172	14.38931	2.15363	2.30902	2.53021	1.51609	6.15182	14.72179	0.00727	2.39137	-0.00969	
0.36667	1	2	1.47212	-1.69876	-79.97749	-0.17444	-0.88874	-0.24812	-0.46668	13.43739	1.26329	2.24266	3.71781	-1.41786	33.08643	22.28698	0.00000	0.00002	20.71829	26.72461	3.75623	11.63270	57.92514	19.93084	11.34420	5.26427	5.17150	2.90423	1.78038	6.04130	15.13144	0.00711	2.63241	0.18528	
0.40000	1	2	1.45851	-1.70942	-79.97763	-0.23565	-0.96392	-0.20614	-0.46761	13.43798	1.23663	2.49008	3.87590	-1.37573	33.25331	23.25777	0.00000	0.00002	19.73737	26.85717	3.86533	12.09061	56.21053	17.77179	10.07506	18.30060	16.88506	4.04730	2.04911	5.72899	14.40306	0.00695	3.17786	1.30603	
0.43333	1	2	1.44512	-1.72032	-79.97787	-0.29916	-1.03978	-0.16265	-0.45892	13.43784	1.22206	2.76530	4.00081	-1.30600	33.28397	24.61074	0.00000	0.00002	20.08082	29.03551	3.90533	13.07885	52.95977	16.76742	5.38982	26.51863	24.90545	5.25351	2.21916	5.67386	16.22477	0.00678	3.38136	1.76344	
0.46667	1	2	1.43180	-1.73138	-79.97822	-0.36296	-1.11528	-0.12095	-0.45068	13.43721	1.21432	3.06392	4.09290	-1.31090	32.05305	21.24365	0.00000	0.00002	21.29611	29.60544	4.11322	14.32775	48.64286	13.91840	4.82633	26.32180	25.34806	6.34086	2.54347	5.82804	16.30908	0.00662	3.25128	2.54112	
0.50000	1	2	1.41849	-1.74265	-79.98266	-0.42680	-1.19049	-0.08128	-0.44318	13.43633	1.20567	3.34355	4.12529	-1.38033	29.69139	16.25954	0.00000	0.00002	20.51747	28.60164	4.33942	15.36159	48.25307	12.82265	5.43567	39.40290	37.35011	7.02984	2.77193	6.24229	17.33571	0.00645	2.86489	3.39943	
0.53333	1	2	1.40534	-1.75394	-79.98748	-0.48918	-1.26403	-0.04475	-0.43675	13.43540	1.21954	3.53988	4.17896	-1.41984	27.88067	13.51278	0.00000	0.00002	21.23812	29.13787	3.93690	14.59712	47.17814	11.41440	3.90553	42.19789	40.77666	7.00020	2.81437	6.14579	17.36768	0.00628	2.90673	3.40456	
